gameId_x,playId,specialTeamsPlayType,specialTeamsResult,nflId_x,yardlineSide,yardlineNumber,kickLength,absoluteYardlineNumber,Unnamed: 25,x_x,y_x,s_x,event_x,displayName_x,position_x,team_x,playDirection_x,time,x_y,y_y,s_y,a,dis,event_y,displayName_y,team_y,frameId,gameId_y,playDirection_y
2020112910,2153,Field Goal,Kick Attempt Good,45046.0,TB,11,29.0,99,,90.18,30.7,3.11,field_goal_attempt,Harrison Butker,K,away,right,2020-11-29T22:49:07.100,121.19,24.58,16.81,12.1,1.74,field_goal,football,football,41.0,2020112910.0,right
2020120603,1093,Field Goal,Kick Attempt Good,46298.0,CIN,7,25.0,103,,94.81,27.38,2.98,field_goal_attempt,Jason Sanders,K,home,right,2020-12-06T18:55:34.400,125.05,25.21,14.18,13.84,1.26,field_goal,football,football,39.0,2020120603.0,right
2020120603,2030,Field Goal,Kick Attempt Good,46298.0,CIN,30,48.0,80,,71.94,24.73,3.02,field_goal_attempt,Jason Sanders,K,home,right,2020-12-06T19:38:30.100,124.67,27.25,10.86,8.64,1.08,field_goal,football,football,50.0,2020120603.0,right
2020120603,2641,Field Goal,Kick Attempt Good,46298.0,CIN,5,23.0,105,,96.77,29.87,3.22,field_goal_attempt,Jason Sanders,K,home,right,2020-12-06T20:15:59.700,124.94,26.83,16.65,12.68,1.73,field_goal,football,football,37.0,2020120603.0,right
2020120603,3090,Field Goal,Kick Attempt Good,46298.0,CIN,1,19.0,11,,19.34,26.85,3.05,field_goal_attempt,Jason Sanders,K,home,left,2020-12-06T20:40:39.600,-2.38,26.9,20.46,16.73,1.97,field_goal,football,football,35.0,2020120603.0,left
2020120605,1444,Field Goal,Kick Attempt Good,46236.0,NYJ,30,48.0,80,,71.78,27.89,3.18,field_goal_attempt,Daniel Carlson,K,away,right,2020-12-06T19:02:45.200,114.22,25.38,12.12,3.89,1.12,field_goal,football,football,49.0,2020120605.0,right
2020120609,3315,Field Goal,Kick Attempt Good,35102.0,SEA,30,48.0,40,,48.59,27.5,2.52,field_goal_attempt,Graham Gano,K,away,left,2020-12-06T23:35:14.300,-7.85,24.62,11.86,5.67,1.21,field_goal,football,football,58.0,2020120609.0,left
2020120612,750,Field Goal,Kick Attempt Good,45046.0,DEN,17,35.0,93,,85.18,30.69,2.14,field_goal_attempt,Harrison Butker,K,home,right,2020-12-07T01:50:15.300,128.65,25.1,13.65,2.41,1.44,field_goal,football,football,47.0,2020120612.0,right
2020120612,1560,Field Goal,Kick Attempt Good,45046.0,DEN,6,24.0,16,,23.97,28.7,2.14,field_goal_attempt,Harrison Butker,K,home,left,2020-12-07T02:25:07.700,-9.29,25.05,5.59,10.29,0.35,field_goal,football,football,41.0,2020120612.0,left
2020120612,2019,Field Goal,Kick Attempt Good,45046.0,DEN,5,23.0,15,,22.95,22.6,2.69,field_goal_attempt,Harrison Butker,K,home,left,2020-12-07T02:44:08.100,-8.82,25.25,8.86,10.63,0.17,field_goal,football,football,42.0,2020120612.0,left
2020120612,2294,Field Goal,Kick Attempt Good,45046.0,DEN,13,31.0,23,,30.96,22.56,2.49,field_goal_attempt,Harrison Butker,K,home,left,2020-12-07T03:07:03.800,-10.89,27.22,13.07,4.1,1.35,field_goal,football,football,47.0,2020120612.0,left
2020120612,3833,Field Goal,Kick Attempt Good,45046.0,DEN,30,48.0,80,,71.86,30.76,2.64,field_goal_attempt,Harrison Butker,K,home,right,2020-12-07T04:17:25.300,126.71,26.98,1.78,0.29,0.18,field_goal,football,football,55.0,2020120612.0,right
2020120702,2334,Field Goal,Kick Attempt Good,40125.0,PIT,31,49.0,79,,69.82,31.07,3.37,field_goal_attempt,Dustin Hopkins,K,away,right,2020-12-07T23:43:18.500,122.03,27.73,11.82,6.05,1.42,field_goal,football,football,55.0,2020120702.0,right
2020120702,4443,Field Goal,Kick Attempt Good,40125.0,PIT,27,45.0,37,,46.37,22.69,3.2,field_goal_attempt,Dustin Hopkins,K,away,left,2020-12-08T01:17:34.000,3.83,25.98,13.79,5.2,1.48,field_goal,football,football,48.0,2020120702.0,left
2020120702,4641,Field Goal,Kick Attempt Good,40125.0,PIT,27,45.0,37,,46.61,22.86,3.23,field_goal_attempt,Dustin Hopkins,K,away,left,2020-12-08T01:27:17.300,3.6,23.85,11.92,2.68,1.21,field_goal,football,football,51.0,2020120702.0,left
2020120800,537,Field Goal,Kick Attempt Good,38701.0,BAL,13,31.0,23,,30.97,28.85,2.47,field_goal_attempt,Greg Zuerlein,K,away,left,2020-12-09T01:21:38.100,-7.15,26.71,14.02,9.91,1.45,field_goal,football,football,40.0,2020120800.0,left
2020120800,2981,Field Goal,Kick Attempt No Good,38701.0,BAL,34,52.0,76,,67.09,28.28,3.04,field_goal_attempt,Greg Zuerlein,K,away,right,2020-11-29T23:19:30.000,-0.61,24.45,14.18,8.77,1.54,field_goal,football,football,47.0,2020112909.0,left
2020121302,280,Field Goal,Kick Attempt Good,38701.0,CIN,16,34.0,26,,34.51,22.51,3.08,field_goal_attempt,Greg Zuerlein,K,away,left,2020-12-13T18:09:14.200,-9.77,25.4,16.61,7.04,1.7,field_goal,football,football,46.0,2020121302.0,left
2020121302,2046,Field Goal,Kick Attempt Good,38701.0,CIN,2,20.0,108,,99.44,30.94,3.02,field_goal_attempt,Greg Zuerlein,K,away,right,2020-12-13T19:33:11.900,120.82,28.35,26.3,8.77,2.67,field_goal,football,football,34.0,2020121302.0,right
2020121305,4231,Field Goal,Kick Attempt Good,45046.0,MIA,28,46.0,38,,46.21,29.13,2.31,field_goal_attempt,Harrison Butker,K,away,left,2020-12-13T21:10:08.500,-6.21,27.98,16.07,6.41,1.64,field_goal,football,football,47.0,2020121305.0,left
2020121305,4387,Field Goal,Kick Attempt Good,46298.0,KC,26,44.0,84,,75.9,24.82,2.72,field_goal_attempt,Jason Sanders,K,home,right,2020-12-13T21:14:53.300,121.5,29.41,13.18,3.86,1.32,field_goal,football,football,49.0,2020121305.0,right
2020121308,2374,Field Goal,Kick Attempt Good,46236.0,IND,7,25.0,103,,94.49,24.48,3.13,field_goal_attempt,Daniel Carlson,K,home,right,2020-12-13T22:54:08.600,119.16,27.59,21.58,8.93,2.2,field_goal,football,football,35.0,2020121308.0,right
2020121308,2844,Field Goal,Kick Attempt Good,46236.0,IND,5,23.0,105,,96.49,24.6,2.79,field_goal_attempt,Daniel Carlson,K,home,right,2020-12-13T23:17:14.700,118.63,26.89,22.01,8.54,2.24,field_goal,football,football,34.0,2020121308.0,right
2020121312,1658,Field Goal,Kick Attempt Good,40125.0,SF,33,51.0,77,,67.48,24.64,3.5,field_goal_attempt,Dustin Hopkins,K,away,right,2020-12-13T22:32:11.800,110.69,27.34,14.16,2.29,1.5,field_goal,football,football,48.0,2020121312.0,right
2020121312,1862,Field Goal,Kick Attempt Good,40125.0,SF,13,31.0,97,,87.44,24.95,3.22,field_goal_attempt,Dustin Hopkins,K,away,right,2020-12-13T22:40:25.300,123.38,28.1,15.83,8.55,1.57,field_goal,football,football,42.0,2020121312.0,right
2020121312,2733,Field Goal,Kick Attempt Good,40125.0,SF,3,21.0,13,,21.97,22.85,3.16,field_goal_attempt,Dustin Hopkins,K,away,left,2020-12-13T23:24:11.300,-8.17,26.91,12.71,13.27,1.35,field_goal,football,football,41.0,2020121312.0,left
2020121313,1965,Field Goal,Kick Attempt Good,52596.0,PIT,16,34.0,26,,33.81,22.82,2.27,field_goal_attempt,Tyler Bass,K,home,left,2020-12-14T02:45:28.300,-4.42,26.75,15.45,8.79,1.53,field_goal,football,football,40.0,2020121313.0,left
2020121313,3577,Field Goal,Kick Attempt Good,52596.0,PIT,5,23.0,15,,23.1,25.67,2.45,field_goal_attempt,Tyler Bass,K,home,left,2020-12-14T04:06:15.400,-5.3,27.37,14.68,14.54,1.51,field_goal,football,football,37.0,2020121313.0,left
2020121700,620,Field Goal,Kick Attempt Good,46236.0,LAC,5,23.0,105,,96.02,24.64,3.28,field_goal_attempt,Daniel Carlson,K,home,right,2020-12-18T01:43:55.000,128.52,28.53,16.41,9.43,1.69,field_goal,football,football,42.0,2020121700.0,right
2020121700,3942,Field Goal,Kick Attempt Good,46236.0,LAC,5,23.0,105,,96.58,26.92,2.82,field_goal_attempt,Daniel Carlson,K,home,right,2020-12-18T04:29:06.700,130.87,27.08,12.56,8.8,1.3,field_goal,football,football,44.0,2020121700.0,right
2020121900,3399,Field Goal,Kick Attempt Good,52596.0,DEN,9,27.0,19,,27.61,22.62,3.04,field_goal_attempt,Tyler Bass,K,away,left,2020-12-20T00:07:08.500,-6.24,28.76,18.86,10.16,1.94,field_goal,football,football,41.0,2020121900.0,left
2020122009,662,Field Goal,Kick Attempt Good,35102.0,CLE,19,37.0,91,,82.69,24.49,1.97,field_goal_attempt,Graham Gano,K,home,right,2020-12-21T01:46:05.200,121.31,26.76,14.3,1.86,1.5,field_goal,football,football,45.0,2020122009.0,right
2020122009,3199,Field Goal,Kick Attempt Good,35102.0,CLE,21,39.0,89,,80.8,24.45,2.0,field_goal_attempt,Graham Gano,K,home,right,2020-12-21T03:50:27.100,124.82,23.6,11.93,3.23,1.21,field_goal,football,football,49.0,2020122009.0,right
2020122010,2146,Field Goal,Kick Attempt Good,40125.0,SEA,30,48.0,40,,48.85,28.83,3.18,field_goal_attempt,Dustin Hopkins,K,home,left,2020-12-20T19:29:29.800,5.49,26.75,14.95,2.46,1.5,field_goal,football,football,46.0,2020122010.0,left
2020122012,4459,Field Goal,Kick Attempt Good,45046.0,NO,4,22.0,14,,22.81,28.68,3.07,field_goal_attempt,Harrison Butker,K,away,left,2020-12-21T00:38:42.000,-1.26,26.66,23.68,3.03,2.32,field_goal,football,football,36.0,2020122012.0,left
2020122013,1403,Field Goal,Kick Attempt Good,38701.0,SF,30,48.0,80,,71.46,27.68,2.56,field_goal_attempt,Greg Zuerlein,K,home,right,2020-12-20T18:53:43.400,123.21,25.77,15.73,3.8,1.58,field_goal,football,football,51.0,2020122013.0,right
2020122013,2264,Field Goal,Kick Attempt No Good,38701.0,SF,42,60.0,68,,59.18,24.81,2.84,field_goal_attempt,Greg Zuerlein,K,home,right,2020-11-01T19:47:25.600,128.0,25.57,15.51,7.92,1.59,field_goal,football,football,48.0,2020110102.0,right
2020122013,3664,Field Goal,Kick Attempt Good,38701.0,SF,28,46.0,38,,46.18,28.75,2.44,field_goal_attempt,Greg Zuerlein,K,home,left,2020-12-20T20:49:53.100,-11.33,28.32,12.88,5.37,1.31,field_goal,football,football,56.0,2020122013.0,left
2020122602,713,Field Goal,Kick Attempt Good,46298.0,LV,19,37.0,29,,37.45,25.39,3.21,field_goal_attempt,Jason Sanders,K,away,left,2020-12-27T01:43:25.200,-8.51,24.16,14.12,7.51,1.45,field_goal,football,football,47.0,2020122602.0,left
2020122602,1278,Field Goal,Kick Attempt Good,46236.0,MIA,5,23.0,15,,23.39,22.46,3.33,field_goal_attempt,Daniel Carlson,K,home,left,2020-12-27T02:10:17.800,-9.21,29.4,14.54,11.68,1.51,field_goal,football,football,42.0,2020122602.0,left
2020122602,1588,Field Goal,Kick Attempt Good,46298.0,LV,21,39.0,89,,80.15,28.05,3.18,field_goal_attempt,Jason Sanders,K,away,right,2020-12-27T02:24:01.800,126.73,25.64,13.16,5.11,1.34,field_goal,football,football,50.0,2020122602.0,right
2020122602,3301,Field Goal,Kick Attempt Good,46298.0,LV,4,22.0,106,,96.82,31.14,3.13,field_goal_attempt,Jason Sanders,K,away,right,2020-12-27T03:49:24.300,122.86,26.58,19.2,10.14,1.92,field_goal,football,football,38.0,2020122602.0,right
2020122602,3811,Field Goal,Kick Attempt Good,46236.0,MIA,4,22.0,14,,22.52,22.65,3.52,field_goal_attempt,Daniel Carlson,K,home,left,2020-12-27T04:14:58.400,-12.16,31.41,15.05,6.23,1.2,field_goal,football,football,45.0,2020122602.0,left
2020122602,3909,Field Goal,Kick Attempt Good,46298.0,LV,26,44.0,84,,74.6,31.22,3.2,field_goal_attempt,Jason Sanders,K,away,right,2020-12-27T04:19:11.500,128.12,25.1,14.79,6.57,1.51,field_goal,football,football,50.0,2020122602.0,right
2020122705,1698,Field Goal,Kick Attempt Good,35102.0,BAL,13,31.0,97,,88.11,24.63,2.54,field_goal_attempt,Graham Gano,K,away,right,2020-12-27T19:10:11.600,115.95,25.19,16.62,7.59,1.7,field_goal,football,football,41.0,2020122705.0,right
2020122705,2630,Field Goal,Kick Attempt Good,35102.0,BAL,24,42.0,34,,42.96,28.72,2.71,field_goal_attempt,Graham Gano,K,away,left,2020-12-27T20:03:38.600,5.72,27.9,15.48,4.03,1.59,field_goal,football,football,48.0,2020122705.0,left
2020122708,2862,Field Goal,Kick Attempt Good,45046.0,ATL,35,53.0,75,,66.24,31.36,3.14,field_goal_attempt,Harrison Butker,K,home,right,2020-12-27T20:07:39.100,118.32,24.46,13.69,1.76,1.38,field_goal,football,football,56.0,2020122708.0,right
2020122710,2719,Field Goal,Kick Attempt Good,40125.0,CAR,8,26.0,18,,26.67,28.69,2.9,field_goal_attempt,Dustin Hopkins,K,home,left,2020-12-27T23:05:54.300,-3.77,26.51,15.08,8.07,1.55,field_goal,football,football,38.0,2020122710.0,left
2020122712,568,Field Goal,Kick Attempt Good,38701.0,PHI,17,35.0,27,,35.07,22.46,2.68,field_goal_attempt,Greg Zuerlein,K,home,left,2020-12-27T21:44:03.200,3.03,25.14,17.27,17.48,2.0,field_goal,football,football,41.0,2020122712.0,left
2020122712,1568,Field Goal,Kick Attempt Good,38701.0,PHI,2,20.0,108,,99.19,24.78,2.64,field_goal_attempt,Greg Zuerlein,K,home,right,2020-12-27T22:29:23.100,125.05,26.15,19.37,19.77,1.7,field_goal,football,football,38.0,2020122712.0,right
2020122712,2858,Field Goal,Kick Attempt Good,38701.0,PHI,3,21.0,107,,98.19,27.63,2.82,field_goal_attempt,Greg Zuerlein,K,home,right,2020-12-27T23:29:30.500,124.94,25.36,18.53,14.21,1.82,field_goal,football,football,38.0,2020122712.0,right
2021010300,376,Field Goal,Kick Attempt Good,46298.0,BUF,31,49.0,41,here,49.22,22.59,2.94,field_goal_attempt,Jason Sanders,K,away,left,2021-01-03T18:18:22.600,6.24,28.35,11.11,2.98,1.13,field_goal,football,football,52.0,2021010300.0,left
2021010300,1947,Field Goal,Kick Attempt Good,46298.0,BUF,14,32.0,96,,87.45,25.1,3.03,field_goal_attempt,Jason Sanders,K,away,right,2021-01-03T19:24:11.400,122.65,27.1,15.06,6.06,1.57,field_goal,football,football,42.0,2021010300.0,right
2021010308,652,Field Goal,Kick Attempt Good,38701.0,NYG,20,38.0,90,,81.9,27.74,2.43,field_goal_attempt,Greg Zuerlein,K,away,right,2021-01-03T18:25:44.100,130.27,26.13,0.87,5.1,0.09,field_goal,football,football,56.0,2021010308.0,right
2021010308,2312,Field Goal,Kick Attempt Good,38701.0,NYG,38,57.0,48,,58.02,28.66,3.35,field_goal_attempt,Greg Zuerlein,K,away,left,2021-01-03T19:39:39.000,-2.97,28.3,7.69,13.98,1.01,field_goal,football,football,62.0,2021010308.0,left
2021010308,3776,Field Goal,Kick Attempt Good,35102.0,DAL,32,50.0,78,,69.38,30.9,2.53,field_goal_attempt,Graham Gano,K,home,right,2021-01-03T20:52:05.000,126.16,28.1,9.56,7.61,0.84,field_goal,football,football,59.0,2021010308.0,right
2021010309,718,Field Goal,Kick Attempt Good,40125.0,PHI,24,42.0,86,,77.52,30.76,2.69,field_goal_attempt,Dustin Hopkins,K,away,right,2021-01-04T01:48:00.100,122.62,27.76,13.07,3.55,1.32,field_goal,football,football,49.0,2021010309.0,right
2021010311,680,Field Goal,Kick Attempt Good,46236.0,DEN,15,33.0,95,,86.43,24.47,3.14,field_goal_attempt,Daniel Carlson,K,away,right,2021-01-03T21:47:37.400,126.47,26.16,10.29,22.78,1.3,field_goal,football,football,42.0,2021010311.0,right
2021010312,505,Field Goal,Kick Attempt Good,52656.0,HOU,29,47.0,81,,72.53,27.64,2.27,field_goal_attempt,Sam Sloman,K,away,right,2021-01-03T21:47:06.200,127.22,29.61,13.49,5.51,1.38,field_goal,football,football,52.0,2021010312.0,right
2021010312,4166,Field Goal,Kick Attempt Good,52656.0,HOU,19,37.0,29,,37.33,29.15,2.35,field_goal_attempt,Sam Sloman,K,away,left,2021-01-04T00:38:10.000,-2.08,23.79,5.73,2.8,0.58,field_goal,football,football,52.0,2021010312.0,left
